"大分类","小分类","语言","名字","更新时间","下载地址","SHA1","大小"
"应用程序","Office for Mac 2011","中文 - 繁体","Office for Mac 2011 with Service Pack 1 (Mac) - (Chinese-Traditional)","2011-05-05","ed2k://|file|ct_office_for_mac_2011_with_sp1_mac_dvd_671924.iso|1084252160|C40A58767C9231CC595564684B8A0A00|/","ECFB54A2F21CA79FD7E031C3B4B52D229B71B8F4","1.01GB"
"应用程序","Office XP","英语","Office XP Professional - CD (English)","2007-10-09","ed2k://|file|en_office_xp_professional_cd_X10-29102.iso|331366400|1065A9737E2042E11B87DD8EBCA5EED8|/","89FD109E4D21973E256671CFCA7ACF47B33CBDC3","316.02MB"
"应用程序","OneNote 2003","中文 - 简体","Office OneNote 2003 (Simplified Chinese)","2003-09-30","ed2k://|file|sc_office_2003_onenote.iso|250384384|61EF6EFA62F55C939BE0CFE5D1877B2B|/","359932C92600C3F84F761C21F08678C5100AD801","238.79MB"
"应用程序","OneNote 2007","中文 - 简体","Office OneNote 2007 (Simplified Chinese)","2007-03-29","ed2k://|file|cn_office_onenote_2007_cd_x12-18936.iso|409966592|A1F8317C5F35CBBD6F967379E303259D|/","A5F5AAC43C1AC6ADE855D54527A778145CA2BEED","390.97MB"
"应用程序","OneNote 2010","中文 - 简体","OneNote 2010 (x86 and x64) - DVD (Chinese-Simplified)","2010-05-10","ed2k://|file|cn_onenote_2010_x86_x64_dvd_515834.iso|984356864|7A46F00707913D9D34BC91AFB532921F|/","FF7DC12775622F9B682A0601EEAA029050DDBF37","938.76MB"
"应用程序","OneNote 2013","中文 - 简体","OneNote 2013 (x86 and x64) - DVD (Chinese-Simplified)","2012-10-31","ed2k://|file|cn_onenote_2013_x86_x64_dvd_1146798.iso|955510784|5633FBE6A53C19D0CA7687908D9938A9|/","8A44C66CAA8C7B30D8CE93B7D4C6B04D81B61FDF","911.25MB"
"应用程序","Outlook 2003","中文 - 简体","Office Outlook 2003 (Simplified Chinese)","2004-02-28","ed2k://|file|sc_sbs_2003_Outlook.iso|361619456|0DBD64F799E1CB9ECF052D249E1D9A94|/","9C7C398CA0E3562CBE898D9F4D92718D833BA4C6","344.87MB"
"应用程序","Outlook 2010","中文 - 简体","Outlook 2010 (x64) - (Chinese-Simplified)","2010-05-10","ed2k://|file|cn_outlook_2010_x64_516774.exe|469284280|0EEAF8A70E2EFABD25D551607B3DE6C9|/","A8FD78060B6D81DCC5094D483C50380838D31772","447.54MB"
"应用程序","Outlook 2010","中文 - 简体","Outlook 2010 (x86) - (Chinese-Simplified)","2010-05-10","ed2k://|file|cn_outlook_2010_x86_516844.exe|442246080|06C4B045A093B0DC45BAEDA974FB9D87|/","B862381BC14794FCBDF60ED8A3F2BD7F869D37BB","421.76MB"
"应用程序","Outlook 2010","英语","Outlook 2010 (x64) - (English)","2010-05-10","ed2k://|file|en_outlook_2010_x64_516849.exe|297558528|AEB136B5B3BB1633E2B0F7AC2FAE689B|/","E22B35E27C4DBBE00430B32C0A7E03293EB30994","283.77MB"
"应用程序","Outlook 2010","英语","Outlook 2010 (x86 and x64) - DVD (English)","2010-05-10","ed2k://|file|en_outlook_2010_x86_x64_dvd_515801.iso|619741184|6C3D4BCCE8C538D51AAF9E213DA6EEFD|/","5217A1B3AF7DEA92D29120E3437667D28F3B7781","591.03MB"
"应用程序","Outlook 2010","英语","Outlook 2010 (x86) - (English)","2010-05-10","ed2k://|file|en_outlook_2010_x86_516729.exe|270449488|94E97F2A127A0150474C8B76B17AF5EA|/","33565DF691739ABE2E4F109600CD3C58976408D2","257.92MB"
"应用程序","PerformancePoint Server","中文 - 简体","Office PerformancePoint Server 2007 SP2 (x64) - CD (Chinese-Simplified)","2009-03-06","ed2k://|file|cn_office_performancepoint_server_2007_sp2_x64_cd_x15-26917.iso|3960832|3E4FD0B4C7B87407E3FAE5ABB3192CEF|/","0F0AD405F2F7E407C06C93166CFB43DFFFF8AEC4","3.78MB"
"应用程序","PerformancePoint Server","中文 - 简体","Office PerformancePoint Server 2007 SP2 (x86) - CD (Chinese-Simplified)","2009-03-05","ed2k://|file|cn_office_performancepoint_server_2007_sp2_x86_cd_x15-26756.iso|6916096|DE33F33FE282CB91294753381EFED5DC|/","933316AD4A9291BA8C394A250CCC8CED1499E927","6.6MB"
"应用程序","Project 2002","中文 - 简体","Project Standard 2002 (Simplified Chinese)","2003-05-15","ed2k://|file|sc_project_pro_2002a.iso|415926272|66DB3C5BB0F622601291FBF124CA2237|/","30FA5DD2DC7D98D7E67C73021E8801EECE989F5A","396.66MB"
"应用程序","Project 2003","中文 - 简体","Office Project Professional 2003 (Simplified Chinese)","2003-10-23","ed2k://|file|sc_office_2003_project_pro.iso|423288832|0EA1E18020963B76604D6F8607DB18A6|/","363EC0C76A0BBC69487A35020415D03F7AE7E64D","403.68MB"
"应用程序","Project 2003","中文 - 简体","Office Project Standard 2003 (Simplified Chinese)","2005-10-13","ed2k://|file|cs_office_2003_project_sta.iso|423024640|B608748C49DF92D5533C0B79A969DD0F|/","F278ADAFDF3364CBC8C290DF94AD079C5E97629E","403.43MB"
"应用程序","Project 2003 Server","中文 - 简体","Office Project Server 2003 (Simplified Chinese)","2003-10-23","ed2k://|file|sc_office_2003_project_server.iso|318930944|B8E0E1F1AECA915F4BC8C2B10999E5A0|/","012E65C88A17909D3C4E94C0F8A3F68E82065BBA","304.16MB"
"应用程序","Project 2007","中文 - 简体","Office Project Professional 2007 (Simplified Chinese)","2007-03-29","ed2k://|file|cn_office_project_professional_2007_cd_X12-18938.iso|392437760|48C3FCBE802FDA5C8326C5A26F2A95FD|/","732A0E8B3189F24D4051529B4CB0444208678DF9","374.26MB"
"应用程序","Project 2007","中文 - 简体","Office Project Standard 2007 (Simplified Chinese)","2007-03-29","ed2k://|file|cn_office_project_standard_2007_cd_X12-18939.iso|389980160|0E54EFD2D4A0E50DE6815BA787C52CFB|/","492F091E5B59CC1D3EE43A88B12B76D7D02EAB7E","371.91MB"
"应用程序","Project 2007","中文 - 简体","Project 2007 Service Pack 1 (x86) - EXE (Chinese-Simplified)","2007-12-21","ed2k://|file|zh-Hans_office_project_2007_service_pack_1_x86.exe|105169632|D4112D91A36BCC0F0A9F300B8F0DF0D9|/","F4E5C272D761EE847BA2E73B9065C87EC91C9253","100.3MB"
"应用程序","Project 2010","中文 - 简体","Project Professional 2010 (x64) - (Chinese-Simplified)","2010-04-22","ed2k://|file|cn_project_professional_2010_x64_515551.exe|453437272|84D14496F889767D46C9DE576154B279|/","0FF72B51A150779DF7FF42F7DA9696E6C660B8D4","432.43MB"
"应用程序","Project 2010","中文 - 简体","Project Professional 2010 (x86 and x64) - DVD (Chinese-Simplified)","2010-05-18","ed2k://|file|cn_project_professional_2010_x86_x64_dvd_515552.iso|920821760|D2ED4783FBE6D302F1CBE57638D93232|/","6E051282A390B32A00A24C3DFB3836CE9545ADD3","878.16MB"
"应用程序","Project 2010","中文 - 简体","Project Professional 2010 (x86) - (Chinese-Simplified)","2010-04-22","ed2k://|file|cn_project_professional_2010_x86_515497.exe|414887344|E4751F9E7F185F517A62FE468596EC24|/","7EA2A52C68B2778C02883327FAAC00DF8C58BC20","395.67MB"
"应用程序","Project 2010","中文 - 简体","Project Professional 2010 With SP1 VOL (x64) - (Chinese-Simplified)","2011-09-23","ed2k://|file|SW_DVD5_Project_Pro_2010w_SP1_64Bit_ChnSimp_MLF_X17-76658.iso|696616960|00A5C47805084B2D90E9380D163FF1A9|/","23FE0AE6954FB59A274C983E9DBC2352CCA70A38","664.35MB"
"应用程序","Project 2010","中文 - 简体","Project Professional 2010 With SP1 VOL (x86) - (Chinese-Simplified)","2011-09-23","ed2k://|file|SW_DVD5_Project_Pro_2010w_SP1_W32_ChnSimp_MLF_X17-76643.iso|616083456|0E343DD19A9D487312F80EDD4ED4FBFE|/","E25AE102671ABCC504CAD219AF5D3F553FE7C33B","587.54MB"
"应用程序","Project 2010","中文 - 简体","Project Standard 2010 (x64) - (Chinese-Simplified)","2010-04-22","ed2k://|file|cn_project_standard_2010_x64_516825.exe|425107176|098058C3A09CD6DF335886765016E386|/","C091152C59890B14AC3C8817DE8568F801D1BD6D","405.41MB"
"应用程序","Project 2010","中文 - 简体","Project Standard 2010 (x86) - (Chinese-Simplified)","2010-04-22","ed2k://|file|cn_project_standard_2010_x86_516812.exe|402151768|AE4445C53060C69941D33C0CE9798364|/","A9C87FC284685C38ED6FB86B325FFBE17FDBC8BB","383.52MB"
"应用程序","Project 2010","英语","Project Professional 2010 (x64) - (English)","2010-04-22","ed2k://|file|en_project_professional_2010_x64_515566.exe|285105464|B79298BF35F9800B7544DB3D64CC5C41|/","28105DCD8ECB0CF6FE55DB0A047C8F0CCCDD7971","271.9MB"
"应用程序","Project 2010","英语","Project Professional 2010 (x86) - (English)","2010-04-22","ed2k://|file|en_project_professional_2010_x86_515560.exe|246501136|3217A3654BBC0683E6EF9912F7AD7BB2|/","220DF5AABC309F3F6A0338D8FE97539E08B4D6E6","235.08MB"
"应用程序","Project 2010","英语","Project Standard 2010 (x64) - (English)","2010-04-22","ed2k://|file|en_project_standard_2010_x64_516836.exe|256773936|08AA5F50344A758081E978D70BCAE4B2|/","D07EFAC9B137ABD31BD4C68E0DCBC9414917A5D0","244.88MB"
"应用程序","Project 2010","英语","Project Standard 2010 (x86) - (English)","2010-04-22","ed2k://|file|en_project_standard_2010_x86_516834.exe|233764856|360836EBFA3812C27210E2171E9C9957|/","18005D808411D077A8FB7748A6FE9F0725EC2410","222.94MB"
"应用程序","Project 2010","中文 - 繁体","Project Professional 2010 (x86 and x64) - DVD (Chinese-Traditional)","2010-05-18","ed2k://|file|ct_project_professional_2010_x86_x64_dvd_515847.iso|920154112|A9A891767D126E13A09139A4F08DD313|/","89E86FD4652D7F22B8173DCB79C0D7C8087A8553","877.53MB"
"应用程序","Project 2010","中文 - 繁体","Project Standard 2010 (x86 and x64) - DVD (Chinese-Traditional)","2010-05-18","ed2k://|file|ct_project_standard_2010_x86_x64_dvd_516835.iso|876806144|459D9ACA66BB4E71B7EBCACFA79F1DF2|/","4DCCABE841DCC8676A5F1C80BC7AB73CD91B917B","836.19MB"
"应用程序","Project 2013","中文 - 简体","Project Professional 2013 (x64) - (Chinese-Simplified)","2012-10-29","ed2k://|file|cn_project_professional_2013_x64_1138491.exe|461107000|52DDD26875081B7619DDF76B11937B59|/","23c961f1690502d2b02733827c90e18649027a82","439.75MB"
"应用程序","Project 2013","中文 - 简体","Project Professional 2013 (x86 and x64) - DVD (Chinese-Simplified)","2012-11-15","ed2k://|file|cn_project_professional_2013_x86_x64_dvd_1164724.iso|907327488|CEE17B532F32EF4A05665B57831E86D9|/","679326830F675287D838BF5FE6E72D14FAA21342","865.29MB"
"应用程序","Project 2013","中文 - 简体","Project Professional 2013 (x86) - (Chinese-Simplified)","2012-10-29","ed2k://|file|cn_project_professional_2013_x86_1138490.exe|395839856|44744F1B2827B853878BF5751F020637|/","81434fefc6813e2de67f8eb54268e900948ad61c","377.5MB"
"应用程序","Project 2013","中文 - 简体","Project Professional 2013 with SP1 (x64) - (Chinese-Simplified)","2014-03-18","ed2k://|file|cn_project_professional_2013_with_sp1_x64_3911366.exe|512574264|A8E9B74D55EBE942701D493A4200C7E9|/","34D2ABB019578D198ACBE1AD0D9C39F5C5865173","488.83MB"
"应用程序","Project 2013","中文 - 简体","Project Professional 2013 with SP1 (x86 and x64) - DVD (Chinese-Simplified)","2014-03-18","ed2k://|file|cn_project_professional_2013_with_sp1_x86_and_x64_dvd_3911523.iso|1001801728|7106C35EB6B7EF6AA26DB23560B21393|/","7CDC9C1AC4C95E022A6CD8F61E0B78017C1ECC93","955.39MB"
"应用程序","Project 2013","中文 - 简体","Project Professional 2013 with SP1 (x86) - (Chinese-Simplified)","2014-03-18","ed2k://|file|cn_project_professional_2013_with_sp1_x86_3911365.exe|434565240|70767974258CE8F3E5D30C1E43A3710C|/","0D0EC87BFF68D6FB5989F11D1373DD4E2E5296C9","414.43MB"
"应用程序","Project 2013","英语","Project Professional 2013 (x64) - (English)","2012-10-24","ed2k://|file|en_project_professional_2013_x64_1123813.exe|352410904|19FA2536B2321ED6C8F24CEB2F1F59C7|/","ed737bd07ec815d898f5a72b773f529a8d3aafdc","336.09MB"
"应用程序","Project 2013","英语","Project Professional 2013 (x86 and x64) - DVD (English)","2012-10-25","ed2k://|file|en_project_professional_2013_x86_x64_dvd_1134695.iso|694493184|09EEC8F5FE41ABDC5B784EE3BD260CC8|/","17E848B8D1F3246E2FBD86A2F3EEC4537D67B9C5","662.32MB"
"应用程序","Project 2013","英语","Project Professional 2013 (x86) - (English)","2012-10-24","ed2k://|file|en_project_professional_2013_x86_1123807.exe|287419968|23D6E32F81C8080479DE9C8C02D222AD|/","3a44d77f437fac9f59a9afe5d1915a81106b0fa4","274.11MB"
"应用程序","Project 2016","中文 - 简体","Project Professional 2016 (x86 and x64) - DVD (Chinese-Simplified)","2015-09-22","ed2k://|file|cn_project_professional_2016_x86_x64_dvd_6966612.iso|2588266496|DEF65A0A9B12D8A8B734528800F625D5|/","245787253622D4D790F62012B578398EA78D8EA2","2.41GB"
"应用程序","Project 2016","英语","Project Professional 2016 (x86 and x64) - DVD (English)","2015-09-22","ed2k://|file|en_project_professional_2016_x86_x64_dvd_6962236.iso|2421987328|44E574BDBD104294FC6CBFED9FD0F583|/","608277E9CB873BC30B69FAEE3D9E69770CC53C15","2.26GB"
"应用程序","Project Portfolio Server 2007","英语","Office Project Portfolio Server 2007 (English)","2007-01-04","ed2k://|file|en_office_project_portfolio_server_2007_x12-79226.iso|26261504|D1F7D97ADB998B7AFB6C16A5E63E9260|/","3E5A5F4D0AA29EE83F42225741EFB7F866B63540","25.04MB"
"应用程序","Project Portfolio Server 2007","英语","Project Portfolio Server 2007 Service Pack 2 (x86) - (English)","2010-02-23","ed2k://|file|en_project_portfolio_server_2007_sp2_x86.exe|12514168|0DF9CC776018660779BDDAD158A785B9|/","81E8FA0730613573DF387A4B60BDAB1A9AAB3949","11.93MB"
"应用程序","Publisher 2002","中文 - 简体","Microsoft Publisher 2002a (Simplified Chinese)","2003-12-05","ed2k://|file|sc_Publisher_2002A.iso|410783744|4F24C1C9490144E172789660E629436A|/","C26E633B49DF53EFF90B4BAF8C3D2DE87E97E5E4","391.75MB"
"应用程序","Publisher 2003","中文 - 简体","Office Publisher 2003 (Simplified Chinese)","2004-11-03","ed2k://|file|sc_office_2003_publisher.iso|367640576|A4E4D5EE4D64D7CC73EDD7556BE2AC20|/","5A30D27A7F2F8A0173F6ADFD67D7E298B63F3EBC","350.61MB"
"应用程序","Publisher 2007","中文 - 简体","Office Publisher 2007 (Simplified Chinese)","2007-03-29","ed2k://|file|cn_office_publisher_2007_cd_x12-18937.iso|436258816|F07660ECE2CF451F6F873B4F8E671E57|/","6D5B2E255BD7D30761E5830E2A40EDB8589744AF","416.05MB"
"应用程序","Publisher 2007","英语","Office Publisher 2007 (English)","2007-03-29","ed2k://|file|en_office_publisher_2007_cd_x12-19211.iso|276463616|F6151AEF0B1E43FA8CAC424EA38CE3B6|/","2F1037160D1B7811747CB0D81B6B47D4928CD003","263.66MB"
"应用程序","Publisher 2010","中文 - 简体","Publisher 2010 (x64) - (Chinese-Simplified)","2010-05-10","ed2k://|file|cn_publisher_2010_x64_516279.exe|479508992|BC9E05C15EB8FE1456BE9329260A3A64|/","93BBCEDDA1A3A1C1D6E8298DA14F6D0E40A82BA4","457.3MB"
"应用程序","Publisher 2010","中文 - 简体","Publisher 2010 (x86) - (Chinese-Simplified)","2010-05-10","ed2k://|file|cn_publisher_2010_x86_516280.exe|455329296|F5C90542F5D18367CEC3C77E2E77F57B|/","2B00A7A28C25E4A2DB3230B44AA360112AC53E65","434.24MB"
"应用程序","SharePoint Designer 2007","中文 - 简体","Office SharePoint Designer 2007 (Simplified Chinese)","2007-03-29","ed2k://|file|cn_office_sharepoint_designer_2007_cd_X12-18945.iso|417990656|BC2F8E688CB5BE1E30B9928BCDAC4455|/","74195D8CCDCE4BBE9C14B6F5D9D919C8A1238FAB","398.63MB"
"应用程序","SharePoint Designer 2007","中文 - 简体","SharePoint Designer 2007 Service Pack 1 (x86) - EXE (Chinese-Simplified)","2007-12-22","ed2k://|file|zh-Hans_office_sharepoint_designer_2007_service_pack_1_x86.exe|107361272|ACBF57A204F149FC4FD49791CF22EC2A|/","B1C8AF424CEFD5A38E01F809E00F444D81F771D2","102.39MB"
"应用程序","SharePoint Designer 2010","中文 - 简体","SharePoint Designer 2010 Beta (x86 and x64) - (Chinese-Simplified)","2009-11-16","ed2k://|file|cn_sharepoint_designer_2010_beta_x86_x64_x16-19248.exe|457815672|2B2DB150C2991262D1124ED96C7EF13A|/","07524692458B3C644064632E61D5FFEC42C62CD2","436.61MB"
"应用程序","SharePoint Designer 2013 ","中文 - 简体","SharePoint Designer 2013 (x64) - (Chinese-Simplified)","2012-11-07","ed2k://|file|cn_sharepoint_designer_2013_x64_1176104.exe|448627640|D46E3B59A3A0DB77F42113ED1D96E19C|/","d829bdb95f32bf5a6e1cbaa10ba3bb706ee4bc57","427.84MB"
"应用程序","SharePoint Designer 2013 ","中文 - 简体","SharePoint Designer 2013 (x86) - (Chinese-Simplified)","2012-11-07","ed2k://|file|cn_sharepoint_designer_2013_x86_1176103.exe|404485304|7E50312C16CA4C9B25776F4E6E1BF090|/","90769016e7d8e8a0b2b49806918f861024480d38","385.75MB"
"应用程序","SharePoint Designer 2013 ","中文 - 简体","SharePoint Designer 2013 with SP1 (x64) - (Chinese-Simplified)","2014-03-18","ed2k://|file|cn_sharepoint_designer_2013_with_sp1_x64_3948125.exe|499863584|2DA610041AEEE0CFC6892B5A4F0F5DEF|/","59800F388C69BAE08F2470F55FEBAFAF860C6D68","476.71MB"
"应用程序","SharePoint Designer 2013 ","中文 - 简体","SharePoint Designer 2013 with SP1 (x86) - (Chinese-Simplified)","2014-03-18","ed2k://|file|cn_sharepoint_designer_2013_with_sp1_x86_3948124.exe|442935264|601E3A526B396BB9FD3C277EADA4ED6F|/","6DBD54E57C4F678F32D4B2C3D39F25BEDD19C3EF","422.42MB"
"应用程序","SharePoint Designer 2013 ","英语","SharePoint Designer 2013 (x64) - (English)","2012-11-07","ed2k://|file|en_sharepoint_designer_2013_x64_1134649.exe|339799344|A79BACB1B348766DBE5BB412AACF6AD7|/","60041617C421962C28E71F712E299E29F51651FB","324.06MB"
"应用程序","SharePoint Designer 2013 ","英语","SharePoint Designer 2013 (x86) - (English)","2012-11-07","ed2k://|file|en_sharepoint_designer_2013_x86_1134647.exe|295923120|1114DC4DAB24A458D043742B04FA8919|/","7BE30CADC49D66F116AB4AA303BBFED937846825","282.21MB"
"应用程序","SharePoint Designer 2013 ","英语","SharePoint Designer 2013 with SP1 (x64) - (English)","2014-03-18","ed2k://|file|en_sharepoint_designer_2013_with_sp1_x64_3948135.exe|391254888|1E306A4405FFD2BEEB6A4F61A3B28600|/","934CD9265293AA4F6F549266CCCDC6EFB87B5196","373.13MB"
"应用程序","SharePoint Designer 2013 ","英语","SharePoint Designer 2013 with SP1 (x86) - (English)","2014-03-18","ed2k://|file|en_sharepoint_designer_2013_with_sp1_x86_3948134.exe|334692912|062E32C64255F7448570D8B167D8EF7D|/","A79223BFA2F2631C6B7572ADFEF4855C9CB424E6","319.19MB"
"应用程序","SharePoint Foundation 2010","中文 - 简体","SharePoint Foundation 2010 Beta (x64) - (Chinese-Simplified)","2009-11-16","ed2k://|file|cn_sharepoint_foundation_2010_beta_x64_456154.exe|185375704|BE886D8724D2D339F0D314FDAD71AF53|/","CC12A68DB5C6303392CC1308C9F3038BEF0CC9E3","176.79MB"
"应用程序","Small Business Accounting (Application)","英语","Office Small Business Accounting 2006 (English)","2005-06-16","ed2k://|file|en_sba_2006.iso|297621504|7A871DF08F770EB0BBBF801962D16154|/","45CE61E33CF64768B2135A8E3DB0135053935894","283.83MB"
"应用程序","Streets and Trips 2011","英语","Microsoft Streets and Trips 2011 (x86 and x64) - DVD (English)","2011-03-17","ed2k://|file|en_microsoft_streets_and_trips_2011_x86_x64_dvd_644763.iso|1741453312|C503B0E455BC7032F7F72D3604C61803|/","57A9027333E4C793239C31AD045A2EC6BE30537C","1.62GB"
"应用程序","User Experience Virtualization","多国(语言包)","User Experience Virtualization 2.1 (x86 and x64) - DVD (Multiple Languages)","2014-12-18","ed2k://|file|mu_user_experience_virtualization_2.1_x86_x64_dvd_6110939.iso|75175936|AE8BD2599FEA8899229F18A83C01BD88|/","02FAA5F457E78D1694D64E00C36FD02009C5A8D5","71.69MB"
"应用程序","Virtual PC 2007","英语","Microsoft Virtual PC 2007 (English)","2007-04-05","ed2k://|file|en_virtual_pc_2007_x32.exe|31884672|F710BF38900AA7FBA06E63768678CB9D|/","F5A5A93DDD5B6DCC4B40A538D3D2B124C15C34B7","30.41MB"
"应用程序","Virtual PC 2007","英语","Microsoft Virtual PC 2007 (x64) (English)","2007-04-05","ed2k://|file|en_virtual_pc_2007_x64.exe|32005504|C407A5E4C2824D012D6ADA1F01401DD3|/","69BD32EB47FCC7AA7E7C9582DB624FA28C7A7007","30.52MB"
"应用程序","Virtual PC 2007","多国(语言包)","Virtual PC 2007 Service Pack 1 (x64) - (English, French, German, Italian, Japanese, Spanish)","2009-05-22","ed2k://|file|en_fr_de_it_ja_es_virtual_pc_2007_sp1_x64.exe|33381416|534B962A2543AE1BB65E4D31E9648CA5|/","829707D423613AE877721FD36B7BFEABC6A832CF","31.83MB"
"应用程序","Virtual PC 2007","多国(语言包)","Virtual PC 2007 Service Pack 1 (x86) - (English, French, German, Italian, Japanese, Spanish)","2009-05-22","ed2k://|file|en_fr_de_it_ja_es_virtual_pc_2007_sp1_x86.exe|33260072|B58B9D5666C6F4810B146B2F41836386|/","6E80EFE6B38A2F1025AD11AD3DA92F74F2BC0088","31.72MB"
"应用程序","Virtual Server 2005 R2","中文 - 简体","Virtual Server 2005 Enterprise Edition R2 - x64 (Simplified Chinese)","2006-02-02","ed2k://|file|cs_virtual_server_2005_r2_enterprise_x64.iso|32980992|15BAEEEF14B5A4C97ED996EB6C63397E|/","18731AAB5BED956E0B1799EA8035AB089452CAC0","31.45MB"
"应用程序","Virtual Server 2005 R2","中文 - 简体","Virtual Server 2005 Enterprise Edition R2 - x86 (Simplified Chinese)","2006-02-02","ed2k://|file|cs_virtual_server_2005_r2_enterprise_x86.iso|30095360|DF258F1B036FDDCC51673FB5474EE88B|/","325A10E05CF6E902F0C72EBAB515B9BBD6FDC266","28.7MB"
"应用程序","Virtual Server 2005 R2","中文 - 简体","Virtual Server 2005 R2 Service Pack 1 (x64) - (Chinese-Simplified)","2009-11-23","ed2k://|file|cn_virtual_server_2005_r2_sp1_x64.exe|46024584|61D249CF8AED3666873E432AE70B8F85|/","F891BD77F8FF4977F37A8608BA4F0C26C4CEF43D","43.89MB"
"应用程序","Virtual Server 2005 R2","中文 - 简体","Virtual Server 2005 R2 Service Pack 1 (x86) - (Chinese-Simplified)","2009-11-23","ed2k://|file|cn_virtual_server_2005_r2_sp1_x86.exe|43039624|D4266CE9B956BCD1B4716A602927A944|/","5B0475916EE27F1C9B2E55E4F2C67A5FA0FB0DB6","41.05MB"
"应用程序","Virtual Server 2005 R2","中文 - 简体","Virtual Server 2005 Standard Edition R2 - x64 (Simplified Chinese)","2006-02-02","ed2k://|file|cs_virtual_server_2005_r2_standard_x64.iso|32980992|096FEBDBE7D5EE397F071E839703939A|/","70C6257DB2DF3645D18E1B69B42A54398CB53AD7","31.45MB"
"应用程序","Virtual Server 2005 R2","中文 - 简体","Virtual Server 2005 Standard Edition R2 - x86 (Simplified Chinese)","2006-02-02","ed2k://|file|cs_virtual_server_2005_r2_standard_x86.iso|30095360|53EA45FFB7188179DF8D7D16098EF019|/","9F973065D98B59B258842228F349045093EF379C","28.7MB"
"应用程序","Visio 2002","中文 - 简体","Visio 2002 Professional (Simplified Chinese)","2003-05-14","ed2k://|file|sc_visio2002_pro_sr1.iso|296609792|DF41B421136CCA4B01F3C02DA5882C75|/","91ED98E131DB968B8C4B2391501BC87955C97CB6","282.87MB"
"应用程序","Visio 2003","中文 - 简体","Office Visio Professional 2003 (Simplified Chinese)","2003-10-23","ed2k://|file|sc_office_2003_visio_pro.iso|365697024|1DFA2EBA79C35BD4AE6BA82838352406|/","F0237A098B024F429B40499B4304E20D81968919","348.76MB"
"应用程序","Visio 2003","中文 - 简体","Office Visio Standard 2003 (Simplified Chinese)","2005-10-13","ed2k://|file|sc_office_2003_visio_std.iso|346390528|0DA3D16461BD59665EB88D6009596729|/","52DA09DBA1543FF09AC0847303BE02FF9C1DCB2E","330.34MB"
"应用程序","Visio 2007","中文 - 简体","Office Visio Professional 2007 (Simplified Chinese)","2007-03-29","ed2k://|file|cn_office_visio_professional_2007_cd_X12-18942.iso|436232192|DA713EB035605555704786C74CAE5BCA|/","2F811AAAAD31F6B7E4B4E7CE1E3D10740C6D5590","416.02MB"
"应用程序","Visio 2007","中文 - 简体","Visio 2007 Service Pack 1 (x86) - EXE (Chinese-Simplified)","2007-12-22","ed2k://|file|zh-Hans_office_visio_2007_service_pack_1_x86.exe|119896968|F87752C57A163E96D4C9821096A59BBE|/","65F81BB26A708AB147B719F57B2337CD2EEC2F32","114.34MB"
"应用程序","Visio 2010","中文 - 简体","Visio 2010 (x64) - (Chinese-Simplified)","2010-04-22","ed2k://|file|cn_visio_2010_x64_516562.exe|515232976|E07BBD0AE55934A8557CB47ACB10D0CE|/","8188B17BB10E8C95237FE8B79B5FD37E1E9761A4","491.36MB"
"应用程序","Visio 2010","中文 - 简体","Visio 2010 (x86 and x64) - DVD (Chinese-Simplified)","2010-05-18","ed2k://|file|cn_visio_2010_x86_x64_dvd_516301.iso|1032679424|9E051C3D1FAB1DCB81DF1A68D28A6C33|/","7ECDE34DEC0675EEC2294DDEAF3519EF48BFB6D1","984.84MB"
"应用程序","Visio 2010","中文 - 简体","Visio 2010 (x86) - (Chinese-Simplified)","2010-04-22","ed2k://|file|cn_visio_2010_x86_516541.exe|462636136|936EFC78D981A30C87473303E00DC78A|/","05700242CF160E5C4D2F71587789C059E5A66641","441.2MB"
"应用程序","Visio 2010","中文 - 简体","Visio Premium 2010 With SP1 VOL (x64) - (Chinese-Simplified)","2011-09-23","ed2k://|file|SW_DVD5_Visio_Premium_2010w_SP1_64Bit_ChnSimp_Std_Pro_Prem_MLF_X17-75849.iso|770732032|B0BFCB2BA515B4A55936332FBD362844|/","49210B3FE7437059513D60E79B6BC71B5DF0D166","735.03MB"
"应用程序","Visio 2010","中文 - 简体","Visio Premium 2010 With SP1 VOL (x86) - (Chinese-Simplified)","2011-09-23","ed2k://|file|SW_DVD5_Visio_Premium_2010w_SP1_W32_ChnSimp_Std_Pro_Prem_MLF_X17-75847.iso|674627584|9945A8591D1B2D185656B5B3DC2CA24B|/","89252E480F66221AB11928A2753981B4293A83F0","643.38MB"
"应用程序","Visio 2010","英语","Visio 2010 (x64) - (English)","2010-04-22","ed2k://|file|en_visio_2010_x64_516535.exe|359871552|AB3C59AF1CA1482164F700A9330D8A2D|/","A483B068CAE6EAB263C828C65AD1D4E825B5BF11","343.2MB"
"应用程序","Visio 2010","英语","Visio 2010 (x86) - (English)","2010-04-22","ed2k://|file|en_visio_2010_x86_516534.exe|307169448|947DD30962443E5B0AA85602F80416B0|/","33D40FA3E990C40D8635760EDA61DD8D35111717","292.94MB"
"应用程序","Visio 2013","中文 - 简体","Visio Professional 2013 (x64) - (Chinese-Simplified)","2012-10-29","ed2k://|file|cn_visio_professional_2013_x64_1138440.exe|514554984|19B78FCFF27829530E1B5F30FFDA2955|/","10823adaf26ff3ed07bf6171f9f9e799b409a6fc","490.72MB"
